i,val_rmse,val_r2,train_rmse,gap,model__l2_regularization,model__learning_rate,model__max_bins,model__max_depth,model__max_iter,model__max_leaf_nodes,model__min_samples_leaf
1541,0.15618569266322366,0.5677468286873331,0.09944007156273255,0.05674562110049111,0.1,0.1,128,5.0,200,15,20
1550,0.15618569266322366,0.5677468286873331,0.09944007156273255,0.05674562110049111,0.1,0.1,128,5.0,400,15,20
1559,0.15618569266322366,0.5677468286873331,0.09944007156273255,0.05674562110049111,0.1,0.1,128,5.0,800,15,20
154,0.15619511172378875,0.5676946914973287,0.12430743583563608,0.03188767588815267,0.0,0.01,255,5.0,800,15,10
2241,0.1562770133563097,0.5672412100418961,0.09204664385593161,0.06423036950037808,1.0,0.05,128,7.0,800,63,50
2232,0.1562770133563097,0.5672412100418961,0.09204664385593161,0.06423036950037808,1.0,0.05,128,7.0,400,63,50
2223,0.1562770133563097,0.5672412100418961,0.09204664385593161,0.06423036950037808,1.0,0.05,128,7.0,200,63,50
1501,0.15628633455603713,0.5671895843891139,0.05293152837571056,0.10335480618032658,0.1,0.05,255,,400,63,10
1510,0.15628633455603713,0.5671895843891139,0.05293152837571056,0.10335480618032658,0.1,0.05,255,,800,63,10
1256,0.15636762505996085,0.566739224771956,0.08430088665959228,0.07206673840036858,0.1,0.03,255,7.0,400,31,20
1265,0.15636762505996085,0.566739224771956,0.08430088665959228,0.07206673840036858,0.1,0.03,255,7.0,800,31,20
1889,0.15641753878106723,0.5664625804342427,0.1122573633811235,0.04416017539994373,1.0,0.01,255,5.0,800,63,20
1326,0.1564431840307631,0.5663204085665933,0.12449869451178619,0.03194448951897691,0.1,0.05,128,5.0,200,15,50
1335,0.1564431840307631,0.5663204085665933,0.12449869451178619,0.03194448951897691,0.1,0.05,128,5.0,400,15,50
1344,0.1564431840307631,0.5663204085665933,0.12449869451178619,0.03194448951897691,0.1,0.05,128,5.0,800,15,50
911,0.15645863047316091,0.566234765493377,0.12657743828869034,0.02988119218447058,0.1,0.01,128,5.0,800,15,20
1118,0.1564655187775541,0.5661965704416274,0.11456049652076253,0.041905022256791574,0.1,0.03,128,5.0,400,15,20
2101,0.15664083692424674,0.5652238804512204,0.10351293616327106,0.05312790076097568,1.0,0.03,255,5.0,800,31,10
2092,0.15664083692424674,0.5652238804512204,0.10351293616327106,0.05312790076097568,1.0,0.03,255,5.0,400,31,10
1140,0.15670793703436534,0.5648513112720521,0.10803059448650588,0.04867734254785945,0.1,0.03,128,7.0,200,31,50
2515,0.1567254134829531,0.5647542481891432,0.09030026048456533,0.06642515299838778,1.0,0.1,255,5.0,200,31,10
2524,0.1567254134829531,0.5647542481891432,0.09030026048456533,0.06642515299838778,1.0,0.1,255,5.0,400,31,10
2533,0.1567254134829531,0.5647542481891432,0.09030026048456533,0.06642515299838778,1.0,0.1,255,5.0,800,31,10
1336,0.15673057860940195,0.5647255593334017,0.10257066554490396,0.054159913064497994,0.1,0.05,128,5.0,400,31,10
1345,0.15673057860940195,0.5647255593334017,0.10257066554490396,0.054159913064497994,0.1,0.05,128,5.0,800,31,10
1327,0.15673057860940195,0.5647255593334017,0.10257066554490396,0.054159913064497994,0.1,0.05,128,5.0,200,31,10
215,0.15675938668304404,0.5645655322261867,0.06258789409273925,0.09417149259030479,0.0,0.01,255,,800,63,20
1916,0.15684005924572741,0.5641172445166818,0.07693788494951685,0.07990217429621056,1.0,0.01,255,7.0,800,63,20
368,0.15690931544916636,0.5637322121476176,0.10891238943028698,0.04799692601887938,0.0,0.03,255,5.0,400,63,20
377,0.15690931544916636,0.5637322121476176,0.10891238943028698,0.04799692601887938,0.0,0.03,255,5.0,800,63,20
2191,0.15705301536506458,0.5629327650119221,0.10091213129998032,0.05614088406508426,1.0,0.05,128,5.0,200,31,10
972,0.15722987044932435,0.5619478608467412,0.06776506500779217,0.08946480544153218,0.1,0.01,128,,800,63,50
2349,0.15723309525311124,0.5619298916570472,0.07680416729552558,0.08042892795758566,1.0,0.05,255,7.0,800,63,50
2340,0.15723309525311124,0.5619298916570472,0.07680416729552558,0.08042892795758566,1.0,0.05,255,7.0,400,63,50
1778,0.15724571454684746,0.5618595711280863,0.111756387507923,0.04548932703892447,1.0,0.01,128,5.0,800,31,20
529,0.15730555976896296,0.5615260090856058,0.05534609486285527,0.10195946490610769,0.0,0.05,128,,400,63,10
538,0.15730555976896296,0.5615260090856058,0.05534609486285527,0.10195946490610769,0.0,0.05,128,,800,63,10
1476,0.15742120798963927,0.5608810556966394,0.07495348436577517,0.08246772362386409,0.1,0.05,255,7.0,400,63,50
1485,0.15742120798963927,0.5608810556966394,0.07495348436577517,0.08246772362386409,0.1,0.05,255,7.0,800,63,50
2335,0.15743987265014192,0.560776921164825,0.08956142063670018,0.06787845201344174,1.0,0.05,255,7.0,400,31,10
2344,0.15743987265014192,0.560776921164825,0.08956142063670018,0.06787845201344174,1.0,0.05,255,7.0,800,31,10
2326,0.15743987265014192,0.560776921164825,0.08956142063670018,0.06787845201344174,1.0,0.05,255,7.0,200,31,10
1130,0.15748895079752046,0.5605030437224985,0.1088922121793367,0.048596738618183755,0.1,0.03,128,5.0,800,31,20
1121,0.15748895079752046,0.5605030437224985,0.1088922121793367,0.048596738618183755,0.1,0.03,128,5.0,400,31,20
1248,0.1575259030322964,0.560296777823813,0.1085599242269138,0.048965978805382615,0.1,0.03,255,7.0,200,31,50
1025,0.15753127126340621,0.5602668085464975,0.11617506582690251,0.0413562054365037,0.1,0.01,255,5.0,800,63,20
47,0.15755207488948503,0.5601506582880399,0.12582649668565346,0.03172557820383157,0.0,0.01,128,5.0,800,15,20
2095,0.15757644275282415,0.5600145887691468,0.10342188116252456,0.05415456159029959,1.0,0.03,255,5.0,400,63,10
2104,0.15757644275282415,0.5600145887691468,0.10342188116252456,0.05415456159029959,1.0,0.03,255,5.0,800,63,10
1917,0.15758592249035683,0.5599616484742009,0.08837363091392289,0.06921229157643394,1.0,0.01,255,7.0,800,63,50
1138,0.15758700036479192,0.5599556288031011,0.10511759684934598,0.05246940351544595,0.1,0.03,128,7.0,200,31,10
246,0.15766626992177926,0.5595128144148924,0.13265672532662937,0.025009544595149896,0.0,0.03,128,5.0,200,15,50
2189,0.15768034829547312,0.5594341467318809,0.12056813446737445,0.037112213828098664,1.0,0.05,128,5.0,200,15,20
1238,0.15776659495079637,0.5589520610004202,0.10803568482823243,0.049730910122563934,0.1,0.03,255,5.0,800,31,20
1229,0.15776659495079637,0.5589520610004202,0.10803568482823243,0.049730910122563934,0.1,0.03,255,5.0,400,31,20
1775,0.15778235554876766,0.5588639368134218,0.12879089032380084,0.028991465224966817,1.0,0.01,128,5.0,800,15,20
520,0.15781226211718238,0.5586966923060517,0.05917122584132459,0.0986410362758578,0.0,0.05,128,,200,63,10
2121,0.15785003965531602,0.5584853861917032,0.09857892676128535,0.05927111289403067,1.0,0.03,255,7.0,400,31,50
2130,0.15785003965531602,0.5584853861917032,0.09857892676128535,0.05927111289403067,1.0,0.03,255,7.0,800,31,50
185,0.1578576281375517,0.5584429344274189,0.09746725573648768,0.06039037240106401,0.0,0.01,255,7.0,800,31,20
78,0.15787725622156684,0.5583331208174338,0.1028349294918473,0.05504232672971954,0.0,0.01,128,7.0,800,31,50
1053,0.15793842234556468,0.5579908259873518,0.08766963625757596,0.07026878608798873,0.1,0.01,255,7.0,800,63,50
1049,0.15794883767078755,0.557932527050006,0.10148125714498119,0.05646758052580636,0.1,0.01,255,7.0,800,31,20
360,0.1579532260364583,0.5579079623783011,0.12298311537226106,0.03497011066419725,0.0,0.03,255,5.0,200,63,50
914,0.15796209075209722,0.5578583384450582,0.1154820848583197,0.04248000589377751,0.1,0.01,128,5.0,800,31,20
1777,0.15801074287859176,0.5575859383439334,0.109355260122933,0.04865548275565876,1.0,0.01,128,5.0,800,31,10
323,0.15803118518735518,0.5574714581547149,0.05496755593337682,0.10306362925397836,0.0,0.03,128,,800,63,20
314,0.15803118518735518,0.5574714581547149,0.05496755593337682,0.10306362925397836,0.0,0.03,128,,400,63,20
940,0.15804579794695872,0.5573896152935641,0.10209103744464497,0.05595476050231375,0.1,0.01,128,7.0,800,31,10
411,0.15806785735270484,0.5572660510662159,0.10555283621876604,0.0525150211339388,0.0,0.03,255,,200,31,50
50,0.15807808511712496,0.5572087551035327,0.11421080342117247,0.043867281695952484,0.0,0.01,128,5.0,800,31,20
1439,0.15808129573621008,0.5571907684426054,0.10656873070747738,0.05151256502873269,0.1,0.05,255,5.0,200,63,20
1943,0.15808762332338927,0.5571553187066945,0.06357361548792334,0.09451400783546593,1.0,0.01,255,,800,63,20
1914,0.15812396321955435,0.5569517002443133,0.101260032876103,0.05686393034345136,1.0,0.01,255,7.0,800,31,50
1457,0.15812497208540924,0.5569460467340106,0.10537470378492915,0.05275026830048009,0.1,0.05,255,5.0,800,63,20
1448,0.15812497208540924,0.5569460467340106,0.10537470378492915,0.05275026830048009,0.1,0.05,255,5.0,400,63,20
2297,0.15812590301635476,0.5569408299255036,0.12059728405613578,0.03752861896021899,1.0,0.05,255,5.0,200,15,20
1224,0.15814245443438446,0.5568480729364117,0.12282791965409828,0.03531453478028618,0.1,0.03,255,5.0,200,63,50
1884,0.15822894758565378,0.5563631925335873,0.12651160680975915,0.03171734077589464,1.0,0.01,255,5.0,800,15,50
2016,0.15829027962380784,0.5560192046177819,0.08824137636800156,0.07004890325580629,1.0,0.03,128,7.0,400,63,50
2025,0.15829027962380784,0.5560192046177819,0.08824137636800156,0.07004890325580629,1.0,0.03,128,7.0,800,63,50
2151,0.1582915296323441,0.556012192412398,0.06278954495784785,0.09550198467449626,1.0,0.03,255,,400,63,50
2160,0.1582915296323441,0.556012192412398,0.06278954495784785,0.09550198467449626,1.0,0.03,255,,800,63,50
692,0.15830902605015232,0.5559140364905761,0.10699803471615754,0.051310991333994777,0.0,0.1,128,5.0,400,63,20
683,0.15830902605015232,0.5559140364905761,0.10699803471615754,0.051310991333994777,0.0,0.1,128,5.0,200,63,20
701,0.15830902605015232,0.5559140364905761,0.10699803471615754,0.051310991333994777,0.0,0.1,128,5.0,800,63,20
2023,0.15832164316014413,0.5558432470369625,0.0746812036713714,0.08364043948877273,1.0,0.03,128,7.0,800,63,10
2014,0.15832164316014413,0.5558432470369625,0.0746812036713714,0.08364043948877273,1.0,0.03,128,7.0,400,63,10
155,0.15833872087188078,0.5557474219818699,0.12630220425448124,0.032036516617399535,0.0,0.01,255,5.0,800,15,20
805,0.15834431014412442,0.5557160576710435,0.09506773367971998,0.06327657646440445,0.0,0.1,255,5.0,800,31,10
787,0.15834431014412442,0.5557160576710435,0.09506773367971998,0.06327657646440445,0.0,0.1,255,5.0,200,31,10
796,0.15834431014412442,0.5557160576710435,0.09506773367971998,0.06327657646440445,0.0,0.1,255,5.0,400,31,10
2257,0.15839314754214712,0.5554419585542167,0.051268284873797504,0.10712486266834961,1.0,0.05,128,,400,63,10
2266,0.15839314754214712,0.5554419585542167,0.051268284873797504,0.10712486266834961,1.0,0.05,128,,800,63,10
48,0.15839851543775757,0.555411826169925,0.13043320611650067,0.027965309321256904,0.0,0.01,128,5.0,800,15,50
1353,0.15842172632743062,0.5552815213739317,0.12382261590723222,0.034599110420198406,0.1,0.05,128,7.0,200,15,50
1362,0.15842172632743062,0.5552815213739317,0.12382261590723222,0.034599110420198406,0.1,0.05,128,7.0,400,15,50
1371,0.15842172632743062,0.5552815213739317,0.12382261590723222,0.034599110420198406,0.1,0.05,128,7.0,800,15,50
1806,0.1585024255866671,0.5548283311035346,0.10294774579721351,0.055554679789453595,1.0,0.01,128,7.0,800,31,50
1026,0.15857645272562437,0.5544124071138556,0.11983941876344623,0.03873703396217815,0.1,0.01,255,5.0,800,63,50
1023,0.15857645272562437,0.5544124071138556,0.11983941876344623,0.03873703396217815,0.1,0.01,255,5.0,800,31,50
912,0.15857950426574946,0.5543952577643978,0.1305875725898981,0.027991931675851373,0.1,0.01,128,5.0,800,15,50
1942,0.15860712872535934,0.5542399960561123,0.06321877068222995,0.0953883580431294,1.0,0.01,255,,800,63,10
2089,0.15862552412258477,0.5541365907688038,0.11585059442350597,0.0427749296990788,1.0,0.03,255,5.0,400,15,10
1467,0.15863022031567128,0.5541101903308356,0.08237906600483558,0.0762511543108357,0.1,0.05,255,7.0,200,63,50
2098,0.1586493526437602,0.5540026266576846,0.11539061572715521,0.04325873691660499,1.0,0.03,255,5.0,800,15,10
2331,0.15868812740546187,0.5537845916655695,0.08443728837116982,0.07425083903429205,1.0,0.05,255,7.0,200,63,50
2412,0.15871404494521166,0.5536388246170163,0.10734919954481154,0.05136484540040012,1.0,0.1,128,5.0,200,63,50
2409,0.15871404494521166,0.5536388246170163,0.10734919954481154,0.05136484540040012,1.0,0.1,128,5.0,200,31,50
2421,0.15871404494521166,0.5536388246170163,0.10734919954481154,0.05136484540040012,1.0,0.1,128,5.0,400,63,50
2418,0.15871404494521166,0.5536388246170163,0.10734919954481154,0.05136484540040012,1.0,0.1,128,5.0,400,31,50
2427,0.15871404494521166,0.5536388246170163,0.10734919954481154,0.05136484540040012,1.0,0.1,128,5.0,800,31,50
2430,0.15871404494521166,0.5536388246170163,0.10734919954481154,0.05136484540040012,1.0,0.1,128,5.0,800,63,50
1022,0.15872122377004713,0.5535984448111737,0.11453825353201526,0.044182970238031874,0.1,0.01,255,5.0,800,31,20
1024,0.1587347351006283,0.5535224406630301,0.11283347744834876,0.04590125765227954,0.1,0.01,255,5.0,800,63,10
49,0.15873748816589797,0.5535069532837761,0.1097855557736326,0.048951932392265377,0.0,0.01,128,5.0,800,31,10
2519,0.15876458322102205,0.5533545156165092,0.10567378822846628,0.05309079499255577,1.0,0.1,255,5.0,200,63,20
2537,0.15876458322102205,0.5533545156165092,0.10567378822846628,0.05309079499255577,1.0,0.1,255,5.0,800,63,20
2528,0.15876458322102205,0.5533545156165092,0.10567378822846628,0.05309079499255577,1.0,0.1,255,5.0,400,63,20
1294,0.15885589185267154,0.5528406186929291,0.057432369967075896,0.10142352188559564,0.1,0.03,255,,800,63,10
1285,0.15885589185267154,0.5528406186929291,0.057432369967075896,0.10142352188559564,0.1,0.03,255,,400,63,10
1805,0.15899122826750714,0.5520783841246975,0.09768990514090274,0.0613013231266044,1.0,0.01,128,7.0,800,31,20
158,0.15899432991337306,0.5520609075909962,0.11459718559512365,0.04439714431824941,0.0,0.01,255,5.0,800,31,20
1601,0.1590415902255473,0.5517945724624849,0.05205698715736737,0.10698460306817995,0.1,0.1,128,,200,63,20
1619,0.15904227987183325,0.5517906853801415,0.051985311755603315,0.10705696811622994,0.1,0.1,128,,800,63,20
1610,0.15904227987183325,0.5517906853801415,0.051985311755603315,0.10705696811622994,0.1,0.1,128,,400,63,20
710,0.15907413182206237,0.5516111385278304,0.06306482465574009,0.09600930716632228,0.0,0.1,128,7.0,200,63,20
728,0.15907413182206237,0.5516111385278304,0.06306482465574009,0.09600930716632228,0.0,0.1,128,7.0,800,63,20
719,0.15907413182206237,0.5516111385278304,0.06306482465574009,0.09600930716632228,0.0,0.1,128,7.0,400,63,20
1978,0.15912097792099714,0.5513470055519707,0.11847905617957771,0.04064192174141942,1.0,0.03,128,5.0,200,63,10
2446,0.15913436168790812,0.551271529399068,0.06996789133572148,0.08916647035218664,1.0,0.1,128,7.0,400,63,10
2437,0.15913436168790812,0.551271529399068,0.06996789133572148,0.08916647035218664,1.0,0.1,128,7.0,200,63,10
2455,0.15913436168790812,0.551271529399068,0.06996789133572148,0.08916647035218664,1.0,0.1,128,7.0,800,63,10
2113,0.15918895963789162,0.5509635650201734,0.08240199360355113,0.07678696603434049,1.0,0.03,255,7.0,200,63,10
1337,0.15921226319124793,0.5508320871781867,0.11071745825065643,0.048494804940591496,0.1,0.05,128,5.0,400,31,20
1328,0.15921226319124793,0.5508320871781867,0.11071745825065643,0.048494804940591496,0.1,0.05,128,5.0,200,31,20
1346,0.15921226319124793,0.5508320871781867,0.11071745825065643,0.048494804940591496,0.1,0.05,128,5.0,800,31,20
2366,0.15922029134292437,0.5507867881669851,0.06268467392835579,0.09653561741456858,1.0,0.05,255,,400,63,20
2357,0.15922029134292437,0.5507867881669851,0.06268467392835579,0.09653561741456858,1.0,0.05,255,,200,63,20
2375,0.15922029134292437,0.5507867881669851,0.06268467392835579,0.09653561741456858,1.0,0.05,255,,800,63,20
1834,0.1592913548720125,0.5503857111462873,0.06303611302726622,0.09625524184474629,1.0,0.01,128,,800,63,10
578,0.1592921691258161,0.5503811145241939,0.11118345126604148,0.04810871785977461,0.0,0.05,255,5.0,400,15,20
587,0.1592921691258161,0.5503811145241939,0.11118345126604148,0.04810871785977461,0.0,0.05,255,5.0,800,15,20
2337,0.15930610678467794,0.5503024300686394,0.0852034596784643,0.07410264710621364,1.0,0.05,255,7.0,400,31,50
2346,0.15930610678467794,0.5503024300686394,0.0852034596784643,0.07410264710621364,1.0,0.05,255,7.0,800,31,50
1295,0.1593516429916955,0.550045309375528,0.05545488074609424,0.10389676224560125,0.1,0.03,255,,800,63,20
2474,0.159362803352783,0.5499822810618609,0.055383815192030804,0.10397898816075218,1.0,0.1,128,,400,63,20
2483,0.159362803352783,0.5499822810618609,0.055383815192030804,0.10397898816075218,1.0,0.1,128,,800,63,20
2465,0.159362803352783,0.5499822810618609,0.055383815192030804,0.10397898816075218,1.0,0.1,128,,200,63,20
1556,0.15941366296260215,0.5496949947271552,0.10418589291754296,0.05522777004505919,0.1,0.1,128,5.0,400,63,20
1547,0.15941366296260215,0.5496949947271552,0.10418589291754296,0.05522777004505919,0.1,0.1,128,5.0,200,63,20
1565,0.15941366296260215,0.5496949947271552,0.10418589291754296,0.05522777004505919,0.1,0.1,128,5.0,800,63,20
2210,0.1594374188952196,0.54956077521006,0.1021215052391529,0.0573159136560667,1.0,0.05,128,5.0,800,31,20
2201,0.1594374188952196,0.54956077521006,0.1021215052391529,0.0573159136560667,1.0,0.05,128,5.0,400,31,20
1887,0.1594572869100387,0.5494485068246583,0.11978019711164109,0.0396770897983976,1.0,0.01,255,5.0,800,31,50
569,0.15946081803216608,0.5494285520142708,0.12320895422265088,0.0362518638095152,0.0,0.05,255,5.0,200,15,20
1286,0.1594852902496845,0.5492902443255505,0.056381447487418745,0.10310384276226575,0.1,0.03,255,,400,63,20
2192,0.1595208458285068,0.5490892598642328,0.1058269145063197,0.05369393132218711,1.0,0.05,128,5.0,200,31,20
916,0.15954441325943278,0.54895601592783,0.11048036434789249,0.04906404891154029,0.1,0.01,128,5.0,800,63,10
2108,0.15956864474599647,0.5488189970752614,0.13223675196240015,0.027331892783596323,1.0,0.03,255,7.0,200,15,20
1692,0.15970086604256392,0.5480709747658884,0.08337247658356786,0.07632838945899606,0.1,0.1,255,7.0,400,63,50
1683,0.15970086604256392,0.5480709747658884,0.08337247658356786,0.07632838945899606,0.1,0.1,255,7.0,200,63,50
1701,0.15970086604256392,0.5480709747658884,0.08337247658356786,0.07632838945899606,0.1,0.1,255,7.0,800,63,50
1079,0.1597453360768238,0.5478192529328973,0.06443511742415632,0.09531021865266749,0.1,0.01,255,,800,63,20
2091,0.15987162864814108,0.5471039939500566,0.12794206249595047,0.031929566152190614,1.0,0.03,255,5.0,400,15,50
2100,0.15987162864814108,0.5471039939500566,0.12794206249595047,0.031929566152190614,1.0,0.03,255,5.0,800,15,50
498,0.16005091852458453,0.5460876134852461,0.12556252620612085,0.03448839231846368,0.0,0.05,128,7.0,400,15,50
489,0.16005091852458453,0.5460876134852461,0.12556252620612085,0.03448839231846368,0.0,0.05,128,7.0,200,15,50
507,0.16005091852458453,0.5460876134852461,0.12556252620612085,0.03448839231846368,0.0,0.05,128,7.0,800,15,50
2328,0.16014463755835542,0.5455558741419058,0.0955563894806826,0.06458824807767283,1.0,0.05,255,7.0,200,31,50
826,0.1602729970286994,0.5448270881461559,0.0654187202167095,0.09485427681198991,0.0,0.1,255,7.0,400,63,10
