i,val_rmse,val_r2,train_rmse,gap,model__l2_regularization,model__learning_rate,model__max_bins,model__max_depth,model__max_iter,model__max_leaf_nodes,model__min_samples_leaf
216,0.16815303719675143,0.4989683923082321,0.07333284018116047,0.09482019701559095,0.0,0.01,255,,800,63,50
943,0.16821458427942737,0.4986015517473381,0.08275959825167138,0.08545498602775599,0.1,0.01,128,7.0,800,63,10
1782,0.16834456391159155,0.4978263898880233,0.1293456745128166,0.038998889398774966,1.0,0.01,128,5.0,800,63,50
1779,0.16834456391159155,0.4978263898880233,0.1293456745128166,0.038998889398774966,1.0,0.01,128,5.0,800,31,50
1244,0.1684369631219464,0.49727498296577566,0.14028045072620066,0.028156512395745736,0.1,0.03,255,7.0,200,15,20
1912,0.16849336204554408,0.4969382647521219,0.10586246980089747,0.0626308922446466,1.0,0.01,255,7.0,800,31,10
2456,0.16856140325857188,0.4965318886021701,0.07180133400909947,0.09676006924947242,1.0,0.1,128,7.0,800,63,20
2438,0.16856140325857188,0.4965318886021701,0.07180133400909947,0.09676006924947242,1.0,0.1,128,7.0,200,63,20
2447,0.16856140325857188,0.4965318886021701,0.07180133400909947,0.09676006924947242,1.0,0.1,128,7.0,400,63,20
299,0.16857314457169506,0.49646174700972245,0.14114245635091388,0.02743068822078118,0.0,0.03,128,,200,15,20
245,0.16857579045738977,0.49644594004213594,0.14207235299559343,0.026503437461796342,0.0,0.03,128,5.0,200,15,20
1218,0.16860487899390492,0.4962721438596497,0.14240504640525453,0.026199832588650385,0.1,0.03,255,5.0,200,15,50
1169,0.16871589284591268,0.49560859035094285,0.07960165891439364,0.08911423393151904,0.1,0.03,128,,200,63,20
1944,0.16874876943616193,0.495411996122621,0.07307714912482688,0.09567162031133505,1.0,0.01,255,,800,63,50
2114,0.16890157692234894,0.49449774074581976,0.09394343457423461,0.07495814234811433,1.0,0.03,255,7.0,200,63,20
1975,0.16891619841304456,0.494410216204771,0.1265456370419891,0.042370561371055465,1.0,0.03,128,5.0,200,31,10
2043,0.16897489244313577,0.4940587962944286,0.08079311145277408,0.08818178099036168,1.0,0.03,128,,400,63,50
2052,0.16897489244313577,0.4940587962944286,0.08079311145277408,0.08818178099036168,1.0,0.03,128,,800,63,50
1484,0.16903219509566111,0.49371558922490144,0.07709328246222866,0.09193891263343246,0.1,0.05,255,7.0,800,63,20
1475,0.16903219509566111,0.49371558922490144,0.07709328246222866,0.09193891263343246,0.1,0.05,255,7.0,400,63,20
385,0.16906469706204408,0.49352087104214615,0.08924051452928278,0.0798241825327613,0.0,0.03,255,7.0,200,63,10
1466,0.16916140943766123,0.4929412490304347,0.07905863160151391,0.09010277783614731,0.1,0.05,255,7.0,200,63,20
1582,0.16932803619401787,0.49194183471916353,0.07298234707500882,0.09634568911900905,0.1,0.1,128,7.0,400,63,10
1591,0.16932803619401787,0.49194183471916353,0.07298234707500882,0.09634568911900905,0.1,0.1,128,7.0,800,63,10
1573,0.16932803619401787,0.49194183471916353,0.07298234707500882,0.09634568911900905,0.1,0.1,128,7.0,200,63,10
1287,0.16941824490044263,0.4914003593781091,0.07238832031583925,0.09702992458460338,0.1,0.03,255,,400,63,50
1296,0.16941824490044263,0.4914003593781091,0.07238832031583925,0.09702992458460338,0.1,0.03,255,,800,63,50
574,0.1694280875301583,0.4913412618074343,0.12727097286015226,0.042157114670006046,0.0,0.05,255,5.0,200,63,10
583,0.1694280875301583,0.4913412618074343,0.12727097286015226,0.042157114670006046,0.0,0.05,255,5.0,400,63,10
592,0.1694280875301583,0.4913412618074343,0.12727097286015226,0.042157114670006046,0.0,0.05,255,5.0,800,63,10
382,0.16945428638944254,0.4911839406781131,0.114079428700516,0.05537485768892654,0.0,0.03,255,7.0,200,31,10
1393,0.16945647471101302,0.4911707989586409,0.061204875720359556,0.10825159899065347,0.1,0.05,128,,400,63,10
1402,0.16945647471101302,0.4911707989586409,0.061204875720359556,0.10825159899065347,0.1,0.05,128,,800,63,10
2034,0.1694764142032207,0.49105104675889877,0.08589069237142737,0.08358572183179334,1.0,0.03,128,,200,63,50
386,0.16948368726340435,0.4910073628538322,0.09302837636284358,0.07645531090056076,0.0,0.03,255,7.0,200,63,20
1078,0.169504695267892,0.49088117274683696,0.06805225503788748,0.10145244023000452,0.1,0.01,255,,800,63,10
1151,0.16965129402367632,0.49000015335520875,0.08346572139164156,0.08618557263203476,0.1,0.03,128,7.0,400,63,20
1160,0.16965129402367632,0.49000015335520875,0.08346572139164156,0.08618557263203476,0.1,0.03,128,7.0,800,63,20
682,0.16971400872750478,0.4896230221185184,0.11786887637509057,0.05184513235241421,0.0,0.1,128,5.0,200,63,10
691,0.16971400872750478,0.4896230221185184,0.11786887637509057,0.05184513235241421,0.0,0.1,128,5.0,400,63,10
700,0.16971400872750478,0.4896230221185184,0.11786887637509057,0.05184513235241421,0.0,0.1,128,5.0,800,63,10
944,0.1697810012215473,0.48922001266482884,0.085256201434339,0.0845247997872083,0.1,0.01,128,7.0,800,63,20
530,0.16998742241152007,0.4879772363009085,0.058582252294291016,0.11140517011722906,0.0,0.05,128,,400,63,20
539,0.16998742241152007,0.4879772363009085,0.058582252294291016,0.11140517011722906,0.0,0.05,128,,800,63,20
918,0.17009437842992453,0.48733270455758715,0.12918141013098644,0.04091296829893809,0.1,0.01,128,5.0,800,63,50
915,0.17009437842992453,0.48733270455758715,0.12918141013098644,0.04091296829893809,0.1,0.01,128,5.0,800,31,50
1980,0.17014438230544596,0.48703123522077774,0.13536662271397074,0.03477775959147522,1.0,0.03,128,5.0,200,63,50
1977,0.17014438230544596,0.48703123522077774,0.13536662271397074,0.03477775959147522,1.0,0.03,128,5.0,200,31,50
355,0.1702092283814499,0.4866401514845864,0.1285624267165928,0.0416468016648571,0.0,0.03,255,5.0,200,31,10
54,0.1703130467450644,0.4860137173739416,0.1297773623915307,0.04053568435353369,0.0,0.01,128,5.0,800,63,50
51,0.1703130467450644,0.4860137173739416,0.1297773623915307,0.04053568435353369,0.0,0.01,128,5.0,800,31,50
1574,0.17048753696754462,0.4849599927750654,0.07721610845319972,0.0932714285143449,0.1,0.1,128,7.0,200,63,20
1583,0.17048753696754462,0.4849599927750654,0.07721610845319972,0.0932714285143449,0.1,0.1,128,7.0,400,63,20
1592,0.17048753696754462,0.4849599927750654,0.07721610845319972,0.0932714285143449,0.1,0.1,128,7.0,800,63,20
294,0.17063898548045717,0.48404453947924697,0.11452561416113508,0.05611337131932209,0.0,0.03,128,7.0,800,31,50
285,0.17063898548045717,0.48404453947924697,0.11452561416113508,0.05611337131932209,0.0,0.03,128,7.0,400,31,50
276,0.170768620956769,0.48326029268367754,0.11959662243938338,0.05117199851738563,0.0,0.03,128,7.0,200,31,50
366,0.17078121209668148,0.48318408920109346,0.1312517562924729,0.03952945580420858,0.0,0.03,255,5.0,400,31,50
375,0.17078121209668148,0.48318408920109346,0.1312517562924729,0.03952945580420858,0.0,0.03,255,5.0,800,31,50
2302,0.1710398873396834,0.48161730413004566,0.11466648503708284,0.05637340230260056,1.0,0.05,255,5.0,200,63,10
2311,0.1710398873396834,0.48161730413004566,0.11466648503708284,0.05637340230260056,1.0,0.05,255,5.0,400,63,10
2320,0.1710398873396834,0.48161730413004566,0.11466648503708284,0.05637340230260056,1.0,0.05,255,5.0,800,63,10
2140,0.17111055954937096,0.481188833089331,0.07986206840178336,0.0912484911475876,1.0,0.03,255,,200,63,10
266,0.17126331566724423,0.4802620994588297,0.12139603522402387,0.04986728044322036,0.0,0.03,128,5.0,800,31,20
257,0.17126331566724423,0.4802620994588297,0.12139603522402387,0.04986728044322036,0.0,0.03,128,5.0,400,31,20
301,0.17139300061490612,0.47947468387608105,0.11382250150677832,0.057570499108127796,0.0,0.03,128,,200,31,10
412,0.17141046056014728,0.47936862579433837,0.07919801961284018,0.0922124409473071,0.0,0.03,255,,200,63,10
1384,0.17142770150436587,0.47926388740350434,0.06511790973607445,0.10630979176829142,0.1,0.05,128,,200,63,10
1979,0.17157211594891078,0.47838615887279146,0.13097935826522847,0.04059275768368231,1.0,0.03,128,5.0,200,63,20
1019,0.17157727361081737,0.478354797736276,0.13875390802370804,0.03282336558710933,0.1,0.01,255,5.0,800,15,20
2414,0.17161900816851514,0.4781009962964452,0.12320587178396562,0.04841313638454951,1.0,0.1,128,5.0,400,15,20
2423,0.17161900816851514,0.4781009962964452,0.12320587178396562,0.04841313638454951,1.0,0.1,128,5.0,800,15,20
2405,0.17161900816851514,0.4781009962964452,0.12320587178396562,0.04841313638454951,1.0,0.1,128,5.0,200,15,20
861,0.17208097854339716,0.47528748065582294,0.09400267478368672,0.07807830375971044,0.0,0.1,255,,800,31,50
852,0.17208097854339716,0.47528748065582294,0.09400267478368672,0.07807830375971044,0.0,0.1,255,,400,31,50
843,0.17208097854339716,0.47528748065582294,0.09400267478368672,0.07807830375971044,0.0,0.1,255,,200,31,50
1260,0.17214526393528243,0.47489536700285784,0.10528485587526651,0.06686040806001592,0.1,0.03,255,7.0,400,63,50
1269,0.17214526393528243,0.47489536700285784,0.10528485587526651,0.06686040806001592,0.1,0.03,255,7.0,800,63,50
414,0.17220105062537674,0.4745549731360619,0.08694305546421474,0.085257995161162,0.0,0.03,255,,200,63,50
1251,0.1722683614088901,0.4741441158415963,0.1072815447875452,0.0649868166213449,0.1,0.03,255,7.0,200,63,50
792,0.1723427976456555,0.4736895786362708,0.12266253634840657,0.04968026129724892,0.0,0.1,255,5.0,200,63,50
810,0.1723427976456555,0.4736895786362708,0.12266253634840657,0.04968026129724892,0.0,0.1,255,5.0,800,63,50
801,0.1723427976456555,0.4736895786362708,0.12266253634840657,0.04968026129724892,0.0,0.1,255,5.0,400,63,50
798,0.1723427976456555,0.4736895786362708,0.12266253634840657,0.04968026129724892,0.0,0.1,255,5.0,400,31,50
789,0.1723427976456555,0.4736895786362708,0.12266253634840657,0.04968026129724892,0.0,0.1,255,5.0,200,31,50
807,0.1723427976456555,0.4736895786362708,0.12266253634840657,0.04968026129724892,0.0,0.1,255,5.0,800,31,50
1808,0.17236305390294457,0.47356585190120515,0.09245803533954224,0.07990501856340233,1.0,0.01,128,7.0,800,63,20
832,0.1727338105128307,0.4712986739568926,0.09035754949756203,0.08237626101526868,0.0,0.1,255,7.0,800,31,10
814,0.1727338105128307,0.4712986739568926,0.09035754949756203,0.08237626101526868,0.0,0.1,255,7.0,200,31,10
823,0.1727338105128307,0.4712986739568926,0.09035754949756203,0.08237626101526868,0.0,0.1,255,7.0,400,31,10
2026,0.17274645333807698,0.4712212771453196,0.14449999393034438,0.0282464594077326,1.0,0.03,128,,200,15,10
853,0.17279294700349682,0.47093660363706646,0.05981072799074827,0.11298221901274855,0.0,0.1,255,,400,63,10
862,0.17279294700349682,0.47093660363706646,0.05981072799074827,0.11298221901274855,0.0,0.1,255,,800,63,10
844,0.17279294700349682,0.47093660363706646,0.05981072799074827,0.11298221901274855,0.0,0.1,255,,200,63,10
304,0.17287681144544478,0.47042292093674765,0.0808177636336012,0.09205904781184358,0.0,0.03,128,,200,63,10
249,0.1730082759331472,0.4696171789709609,0.13764524884251447,0.035363027090632715,0.0,0.03,128,5.0,200,31,50
252,0.1730082759331472,0.4696171789709609,0.13764524884251447,0.035363027090632715,0.0,0.03,128,5.0,200,63,50
521,0.17327188088425055,0.46799970663752954,0.0647804783441792,0.10849140254007135,0.0,0.05,128,,200,63,20
2231,0.1733227090287667,0.4676875434204718,0.0878155923144464,0.0855071167143203,1.0,0.05,128,7.0,400,63,20
2240,0.1733227090287667,0.4676875434204718,0.0878155923144464,0.0855071167143203,1.0,0.05,128,7.0,800,63,20
2222,0.1733227090287667,0.4676875434204718,0.0878155923144464,0.0855071167143203,1.0,0.05,128,7.0,200,63,20
1276,0.17339134896573247,0.4672658430142156,0.0802473861516846,0.09314396281404787,0.1,0.03,255,,200,63,10
2110,0.17360136314873792,0.4659745503884426,0.11847092122919928,0.05513044191953864,1.0,0.03,255,7.0,200,31,10
503,0.1736832943836958,0.4654703643785971,0.07855953533370343,0.09512375904999239,0.0,0.05,128,7.0,400,63,20
512,0.1736832943836958,0.4654703643785971,0.07855953533370343,0.09512375904999239,0.0,0.05,128,7.0,800,63,20
494,0.17369574357243195,0.4653937341093458,0.08053083931678409,0.09316490425564786,0.0,0.05,128,7.0,200,63,20
1109,0.17397392392023495,0.4636799782986746,0.14705721533890925,0.026916708581325693,0.1,0.03,128,5.0,200,15,20
1441,0.17419069406958756,0.4623426445538241,0.13165718560529882,0.042533508464288744,0.1,0.05,255,5.0,400,15,10
1450,0.17419069406958756,0.4623426445538241,0.13165718560529882,0.042533508464288744,0.1,0.05,255,5.0,800,15,10
2112,0.17419862780163228,0.46229366689110263,0.12281108915109716,0.05138753865053512,1.0,0.03,255,7.0,200,31,50
1600,0.1742207231910906,0.462157252678457,0.05661729757046242,0.1176034256206282,0.1,0.1,128,,200,63,10
1609,0.1742207231910906,0.462157252678457,0.05661729757046242,0.1176034256206282,0.1,0.1,128,,400,63,10
1618,0.1742207231910906,0.462157252678457,0.05661729757046242,0.1176034256206282,0.1,0.1,128,,800,63,10
1432,0.17423998699739043,0.46203830619352426,0.13278282660020438,0.041457160397186055,0.1,0.05,255,5.0,200,15,10
1613,0.17427332189766612,0.4618324451262723,0.13576115120638696,0.03851217069127916,0.1,0.1,128,,800,15,20
1604,0.17427332189766612,0.4618324451262723,0.13576115120638696,0.03851217069127916,0.1,0.1,128,,400,15,20
1595,0.17427332189766612,0.4618324451262723,0.13576115120638696,0.03851217069127916,0.1,0.1,128,,200,15,20
1142,0.17446672995089127,0.46063726854838327,0.09721185026819348,0.07725487968269779,0.1,0.03,128,7.0,200,63,20
287,0.17471206153767838,0.4591193201170618,0.08953030596563993,0.08518175557203844,0.0,0.03,128,7.0,400,63,20
296,0.17471206153767838,0.4591193201170618,0.08953030596563993,0.08518175557203844,0.0,0.03,128,7.0,800,63,20
2115,0.17477129045875214,0.45875253136736527,0.10978953282996563,0.06498175762878651,1.0,0.03,255,7.0,200,63,50
2422,0.17496852076131617,0.4575302409567419,0.1271530169696453,0.04781550379167088,1.0,0.1,128,5.0,800,15,10
2404,0.17496852076131617,0.4575302409567419,0.1271530169696453,0.04781550379167088,1.0,0.1,128,5.0,200,15,10
2413,0.17496852076131617,0.4575302409567419,0.1271530169696453,0.04781550379167088,1.0,0.1,128,5.0,400,15,10
1654,0.17497427324179868,0.45749457056317455,0.12005231047157018,0.0549219627702285,0.1,0.1,255,5.0,200,63,10
1672,0.17497427324179868,0.45749457056317455,0.12005231047157018,0.0549219627702285,0.1,0.1,255,5.0,800,63,10
1663,0.17497427324179868,0.45749457056317455,0.12005231047157018,0.0549219627702285,0.1,0.1,255,5.0,400,63,10
387,0.17514219797765315,0.4564527740278974,0.11090376875450976,0.06423842922314339,0.0,0.03,255,7.0,200,63,50
1170,0.17528702729370854,0.4555534576749425,0.08887684706625389,0.08641018022745466,0.1,0.03,128,,200,63,50
2080,0.17540940362111815,0.4547929835287471,0.14808976301982674,0.02731964060129141,1.0,0.03,255,5.0,200,15,10
2032,0.1754686052911777,0.45442490049442563,0.08442846447189602,0.09104014081928168,1.0,0.03,128,,200,63,10
630,0.17548145828448555,0.45434497132516927,0.06995980923132007,0.10552164905316548,0.0,0.05,255,,200,63,50
1264,0.17548575107908557,0.454318274332401,0.11623026631079023,0.05925548476829534,0.1,0.03,255,7.0,800,31,10
1255,0.17548575107908557,0.454318274332401,0.11623026631079023,0.05925548476829534,0.1,0.03,255,7.0,400,31,10
648,0.1755380117304987,0.4539932117146558,0.06682753601502657,0.10871047571547214,0.0,0.05,255,,800,63,50
639,0.1755380117304987,0.4539932117146558,0.06682753601502657,0.10871047571547214,0.0,0.05,255,,400,63,50
1807,0.17560015405665613,0.4536065588478342,0.09265700006383633,0.0829431539928198,1.0,0.01,128,7.0,800,63,10
278,0.17560824702477962,0.453556193896573,0.09834686467724595,0.07726138234753367,0.0,0.03,128,7.0,200,63,20
305,0.175631354074371,0.4534123790693094,0.08298141689658158,0.09264993717778942,0.0,0.03,128,,200,63,20
1246,0.17601953744417587,0.4509935546693691,0.12150309670311721,0.05451644074105866,0.1,0.03,255,7.0,200,31,10
1277,0.17605368113627645,0.4507805450755481,0.08423577288816594,0.09181790824811051,0.1,0.03,255,,200,63,20
1512,0.1761071577110297,0.4504468419039267,0.07548175323679253,0.10062540447423717,0.1,0.05,255,,800,63,50
1494,0.1761071577110297,0.4504468419039267,0.07548175323679253,0.10062540447423717,0.1,0.05,255,,200,63,50
1503,0.1761071577110297,0.4504468419039267,0.07548175323679253,0.10062540447423717,0.1,0.05,255,,400,63,50
1976,0.17634959828197957,0.44893269912367195,0.1357804238079212,0.04056917447405836,1.0,0.03,128,5.0,200,31,20
830,0.17653744523385118,0.44775808408224294,0.11933699096683373,0.05720045426701745,0.0,0.1,255,7.0,800,15,20
821,0.17653744523385118,0.44775808408224294,0.11933699096683373,0.05720045426701745,0.0,0.1,255,7.0,400,15,20
812,0.17653744523385118,0.44775808408224294,0.11933699096683373,0.05720045426701745,0.0,0.1,255,7.0,200,15,20
357,0.1766693293972951,0.44693265956172024,0.14042831590510654,0.036241013492188556,0.0,0.03,255,5.0,200,31,50
1330,0.17686769307419833,0.44568999835126544,0.11768557532431302,0.05918211774988531,0.1,0.05,128,5.0,200,63,10
1348,0.1769046792922435,0.4454581417144756,0.11590678632052766,0.06099789297171583,0.1,0.05,128,5.0,800,63,10
1339,0.1769046792922435,0.4454581417144756,0.11590678632052766,0.06099789297171583,0.1,0.05,128,5.0,400,63,10
1217,0.17699493816685646,0.4448921296349657,0.1499007503248673,0.027094187841989165,0.1,0.03,255,5.0,200,15,20
1564,0.1770077150327562,0.44481198276873113,0.12082373127687464,0.05618398375588156,0.1,0.1,128,5.0,800,63,10
1546,0.1770077150327562,0.44481198276873113,0.12082373127687464,0.05618398375588156,0.1,0.1,128,5.0,200,63,10
1555,0.1770077150327562,0.44481198276873113,0.12082373127687464,0.05618398375588156,0.1,0.1,128,5.0,400,63,10
2082,0.17715695490988415,0.4438754007606498,0.15014597998029228,0.02701097492959187,1.0,0.03,255,5.0,200,15,50
1278,0.17716396691190164,0.44383137625156643,0.08911242981109092,0.08805153710081072,0.1,0.03,255,,200,63,50
2263,0.17725457861449534,0.44326231839702346,0.11715902123774048,0.06009555737675486,1.0,0.05,128,,800,31,10
2254,0.17725457861449534,0.44326231839702346,0.11715902123774048,0.06009555737675486,1.0,0.05,128,,400,31,10
2245,0.17725457861449534,0.44326231839702346,0.11715902123774048,0.06009555737675486,1.0,0.05,128,,200,31,10
828,0.17755470376259924,0.44137540028647215,0.09714917811280771,0.08040552564979153,0.0,0.1,255,7.0,400,63,50
819,0.17755470376259924,0.44137540028647215,0.09714917811280771,0.08040552564979153,0.0,0.1,255,7.0,200,63,50
837,0.17755470376259924,0.44137540028647215,0.09714917811280771,0.08040552564979153,0.0,0.1,255,7.0,800,63,50
1543,0.17764036307405473,0.44083626569584267,0.12556483771179566,0.05207552536225907,0.1,0.1,128,5.0,200,31,10
1552,0.17764036307405473,0.44083626569584267,0.12556483771179566,0.05207552536225907,0.1,0.1,128,5.0,400,31,10
1561,0.17764036307405473,0.44083626569584267,0.12556483771179566,0.05207552536225907,0.1,0.1,128,5.0,800,31,10
2004,0.17772437746486844,0.4403072315429837,0.12741739443253566,0.050306983032332775,1.0,0.03,128,7.0,200,31,50
1661,0.17790081015360928,0.43919543003753225,0.12441780163798996,0.053483008515619324,0.1,0.1,255,5.0,400,31,20
1652,0.17790081015360928,0.43919543003753225,0.12441780163798996,0.053483008515619324,0.1,0.1,255,5.0,200,31,20
1670,0.17790081015360928,0.43919543003753225,0.12441780163798996,0.053483008515619324,0.1,0.1,255,5.0,800,31,20
352,0.17802910555401613,0.43838627587881085,0.1499457402652933,0.028083365288722822,0.0,0.03,255,5.0,200,15,10
2521,0.17855054720574015,0.4350915600010973,0.13174473436276452,0.046805812842975636,1.0,0.1,255,5.0,400,15,10
2530,0.17855054720574015,0.4350915600010973,0.13174473436276452,0.046805812842975636,1.0,0.1,255,5.0,800,15,10
2512,0.17855054720574015,0.4350915600010973,0.13174473436276452,0.046805812842975636,1.0,0.1,255,5.0,200,15,10
2547,0.17925788479669738,0.43060686407512827,0.0912501088258987,0.08800777597079869,1.0,0.1,255,7.0,200,63,50
2565,0.17925788479669738,0.43060686407512827,0.0912501088258987,0.08800777597079869,1.0,0.1,255,7.0,800,63,50
2556,0.17925788479669738,0.43060686407512827,0.0912501088258987,0.08800777597079869,1.0,0.1,255,7.0,400,63,50
1673,0.17969716847126135,0.4278127712671558,0.1118731879449927,0.06782398052626866,0.1,0.1,255,5.0,800,63,20
1664,0.17969716847126135,0.4278127712671558,0.1118731879449927,0.06782398052626866,0.1,0.1,255,5.0,400,63,20
1655,0.17969716847126135,0.4278127712671558,0.1118731879449927,0.06782398052626866,0.1,0.1,255,5.0,200,63,20
248,0.17978749503333158,0.4272373955354737,0.1389023511809188,0.04088514385241279,0.0,0.03,128,5.0,200,31,20
1108,0.1801092807869462,0.4251852863656307,0.15289526708091805,0.02721401370602816,0.1,0.03,128,5.0,200,15,10
1681,0.18062854256626737,0.4218660840105596,0.08275589330634026,0.09787264925992711,0.1,0.1,255,7.0,200,63,10
1690,0.18062854256626737,0.4218660840105596,0.08275589330634026,0.09787264925992711,0.1,0.1,255,7.0,400,63,10
1699,0.18062854256626737,0.4218660840105596,0.08275589330634026,0.09787264925992711,0.1,0.1,255,7.0,800,63,10
2466,0.18065161132165622,0.421718403235982,0.05915270564195269,0.12149890567970353,1.0,0.1,128,,200,63,50
2475,0.18065161132165622,0.421718403235982,0.05915270564195269,0.12149890567970353,1.0,0.1,128,,400,63,50
2484,0.18065161132165622,0.421718403235982,0.05915270564195269,0.12149890567970353,1.0,0.1,128,,800,63,50
1216,0.18066640165859996,0.4216237090372714,0.15213774038304181,0.028528661275558143,0.1,0.03,255,5.0,200,15,10
1247,0.1807687563541919,0.4209681770944387,0.12668393054562266,0.05408482580856924,0.1,0.03,255,7.0,200,31,20
2376,0.18126927756397487,0.4177572357243893,0.06207780082039635,0.11919147674357852,1.0,0.05,255,,800,63,50
2367,0.18126927756397487,0.4177572357243893,0.06207780082039635,0.11919147674357852,1.0,0.05,255,,400,63,50
933,0.18130537875345218,0.41752529626115953,0.14169317817349256,0.03961220057995962,0.1,0.01,128,7.0,400,31,50
179,0.18174970278449368,0.41466686327754,0.1173657935141178,0.06438390927037588,0.0,0.01,255,7.0,400,63,20
72,0.18189369473899777,0.41373903068158313,0.1277276893221337,0.05416600541686409,0.0,0.01,128,7.0,400,63,50
353,0.1822534553846048,0.4114176505573086,0.15484191854467802,0.02741153683992678,0.0,0.03,255,5.0,200,15,20
1584,0.18263646829341587,0.4089411925148322,0.09800169820506824,0.08463477008834763,0.1,0.1,128,7.0,400,63,50
1593,0.18263646829341587,0.4089411925148322,0.09800169820506824,0.08463477008834763,0.1,0.1,128,7.0,800,63,50
1575,0.18263646829341587,0.4089411925148322,0.09800169820506824,0.08463477008834763,0.1,0.1,128,7.0,200,63,50
1906,0.18269277345055143,0.4085767002614451,0.11441132607863448,0.06828144737191695,1.0,0.01,255,7.0,400,63,10
2029,0.18281964049115568,0.40775501285059224,0.12563449519854347,0.057185145292612205,1.0,0.03,128,,200,31,10
2358,0.18287232211304622,0.4074136390049813,0.0742142340918601,0.10865808802118611,1.0,0.05,255,,200,63,50
2081,0.18299449618779343,0.4066215795645002,0.15602509141126328,0.026969404776530148,1.0,0.03,255,5.0,200,15,20
1800,0.1832315615179312,0.4050831664301834,0.12919651583582778,0.05403504568210343,1.0,0.01,128,7.0,400,63,50
69,0.18351341533760582,0.40325151094327794,0.14397361310958237,0.039539802228023446,0.0,0.01,128,7.0,400,31,50
1042,0.18373415340116073,0.4018150565232359,0.11555752032340855,0.06817663307775218,0.1,0.01,255,7.0,400,63,10
2444,0.18377854187175233,0.4015259897199098,0.12161990542724811,0.062158636444504214,1.0,0.1,128,7.0,400,31,20
2435,0.18377854187175233,0.4015259897199098,0.12161990542724811,0.062158636444504214,1.0,0.1,128,7.0,200,31,20
2453,0.18377854187175233,0.4015259897199098,0.12161990542724811,0.062158636444504214,1.0,0.1,128,7.0,800,31,20
2033,0.1838632356687363,0.4009742526640402,0.09080926439190912,0.09305397127682719,1.0,0.03,128,,200,63,20
827,0.18453520683227276,0.39658769225859325,0.07724802727187058,0.10728717956040218,0.0,0.1,255,7.0,400,63,20
818,0.18453520683227276,0.39658769225859325,0.07724802727187058,0.10728717956040218,0.0,0.1,255,7.0,200,63,20
836,0.18453520683227276,0.39658769225859325,0.07724802727187058,0.10728717956040218,0.0,0.1,255,7.0,800,63,20
178,0.1847491720884019,0.3951875895775543,0.11639882889128926,0.06835034319711263,0.0,0.01,255,7.0,400,63,10
177,0.18476936461441415,0.3950553740163476,0.14532777117644116,0.03944159343797299,0.0,0.01,255,7.0,400,31,50
151,0.18479997499413411,0.39485491742403755,0.15188123460657094,0.03291874038756318,0.0,0.01,255,5.0,400,63,10
70,0.18493639619237645,0.3939611392879524,0.11697593922789429,0.06796045696448216,0.0,0.01,128,7.0,400,63,10
1068,0.18500071899912865,0.39353949270546673,0.14296152590128305,0.042039193097845595,0.1,0.01,255,,400,31,50
96,0.18532857465871805,0.39138806654986835,0.1430721394514683,0.042256435207249754,0.0,0.01,128,,400,31,50
1043,0.18556670123200655,0.3898230646956433,0.12110761915959507,0.06445908207241148,0.1,0.01,255,7.0,400,63,20
1929,0.18580340662161438,0.3882654114559295,0.16567803384572935,0.020125372775885025,1.0,0.01,255,,400,15,50
94,0.18586519656361375,0.38785847241673355,0.14236180164152384,0.043503394922089905,0.0,0.01,128,,400,31,10
463,0.185907918411172,0.3875770337928476,0.14140304740005724,0.04450487101111475,0.0,0.05,128,5.0,200,31,10
472,0.185907918411172,0.3875770337928476,0.14140304740005724,0.04450487101111475,0.0,0.05,128,5.0,400,31,10
481,0.185907918411172,0.3875770337928476,0.14140304740005724,0.04450487101111475,0.0,0.05,128,5.0,800,31,10
173,0.18595319574706487,0.3872786897822128,0.16554806018344626,0.020405135563618615,0.0,0.01,255,7.0,400,15,20
1880,0.18596651448852033,0.38719091534055206,0.15458067095415065,0.031385843534369684,1.0,0.01,255,5.0,400,63,20
1067,0.18610915320204738,0.38625048988678523,0.14256643606858146,0.043542717133465914,0.1,0.01,255,,400,31,20
1879,0.18611229694476983,0.3862297548845689,0.15287873899979423,0.033233557944975595,1.0,0.01,255,5.0,400,63,10
1931,0.18619285702592234,0.3856982899253336,0.14303622766089366,0.043156629365028676,1.0,0.01,255,,400,31,20
1016,0.1863969989733971,0.3843505100335396,0.15495168138159213,0.03144531759180497,0.1,0.01,255,5.0,400,63,20
2428,0.1864879727192044,0.3837494101418357,0.1329742083731447,0.0535137643460597,1.0,0.1,128,5.0,800,63,10
2410,0.1864879727192044,0.3837494101418357,0.1329742083731447,0.0535137643460597,1.0,0.1,128,5.0,200,63,10
2419,0.1864879727192044,0.3837494101418357,0.1329742083731447,0.0535137643460597,1.0,0.1,128,5.0,400,63,10
1013,0.18678184467500314,0.3818056766857607,0.15502526694984972,0.03175657772515342,0.1,0.01,255,5.0,400,31,20
172,0.18706592948966513,0.3799237681532177,0.1662233719731483,0.02084255751651684,0.0,0.01,255,7.0,400,15,10
934,0.18712019924742151,0.3795639349297971,0.11859705548804007,0.06852314375938144,0.1,0.01,128,7.0,400,63,10
200,0.18723993881034035,0.37876963786149287,0.16652664145528057,0.02071329735505978,0.0,0.01,255,,400,15,20
1038,0.1873833308410852,0.377817772643373,0.16712946888877347,0.020253861952311714,0.1,0.01,255,7.0,400,15,50
1041,0.18739977134702634,0.37770859068688445,0.14770342445969456,0.039696346887331785,0.1,0.01,255,7.0,400,31,50
